nombre,categoria,telefono,enlace_whatsapp,tipo_oportunidad,web_actual,ciudad,direccion,calificacion,total_resenas,maps_url
Salinas Santiago N - Psicologo,Psicólogo,,,No tiene sitio web (Oportunidad Máxima),,Rawson,"Dr. Ortega, J5425 Rawson, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Salinas%20Santiago%20N%20-%20Psicologo&query_place_id=ChIJKf76pwpAgZYRyEYq75256tc
Lic. Juan Manuel Rivas,Psicólogo,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"San Luis 89 Oeste Primer Piso, J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Lic.%20Juan%20Manuel%20Rivas&query_place_id=ChIJxcnDbj1BgZYRxEptT6Ttm2I
Psicóloga Dani Merlo,Psicólogo,,,No tiene sitio web (Oportunidad Máxima),,J5400EBF,"Domingo Faustino Sarmiento Nte. 272, J5400EBF J5400EBF, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Psic%C3%B3loga%20Dani%20Merlo&query_place_id=ChIJ-1rkOjJBgZYRG5IKgNqg_7o
PRANA Espacio Terapéutico Integral San Juan,Psicólogo,,,No tiene sitio web (Oportunidad Máxima),,Aberastain,"Calle Laprida 474, entre calle Jujuy y este, Aberastain, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=PRANA%20Espacio%20Terap%C3%A9utico%20Integral%20San%20Juan&query_place_id=ChIJhZqL3PdrgZYROolBWB9FXwU
Lic. En Psicología Luis Avila,Psicólogo,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Antonino Aberastain Sur 21, J5402EQA San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Lic.%20En%20Psicolog%C3%ADa%20Luis%20Avila&query_place_id=ChIJUTcIZgBrgZYRUDNqyjG4RbM
Nutrirnos Atención Nutricional,Nutricionista,,,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/nutrirnossj/,San Juan,"Mendoza Sur 1067, J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Nutrirnos%20Atenci%C3%B3n%20Nutricional&query_place_id=ChIJ4UhzmTRBgZYR7DmL70CyO1c
NutricionistaNadiaRuiz,Nutricionista,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"B. Rivadavia Oeste 626 Oeste, J5402 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=NutricionistaNadiaRuiz&query_place_id=ChIJTS5whn5BgZYRF_FlGnzBv-A
Nutrición Cecilia Salvá,Nutricionista,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Libertador Gral. San Martín 109, J5400ARB San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Nutrici%C3%B3n%20Cecilia%20Salv%C3%A1&query_place_id=ChIJ74aJ4xhBgZYRCEl30X2ssT0
Clínica Renacer,Nutricionista,,,No tiene sitio web (Oportunidad Máxima),,J5400AHG,"25 de Mayo Oeste 377, J5400AHG J5400AHG, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Renacer&query_place_id=ChIJZdZeCMlBgZYRPUm4PuUleF4
Servicios De Lunch,,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Catamarca Nte. 424 09, J5402 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Servicios%20De%20Lunch&query_place_id=ChIJ_6ELTClAgZYRZrEKvSbhqRc
Casa Fernandez,Comercio,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Mendoza Sur 4283, J5425 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Casa%20Fernandez&query_place_id=ChIJfSiaN-U_gZYRVXovH2Wvi2c
Loteo Ex FREZZA_ Casa 21,Complejo de viviendas,,,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Pje. Argentino Sur Casa 21, J5425 Villa Krause, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Loteo%20Ex%20FREZZA_%20Casa%2021&query_place_id=ChIJ7Zh7MQA_gZYRSO-19cQTW2Q
Sala Velatoria Villa Calingasta,Funeraria,,,No tiene sitio web (Oportunidad Máxima),,Calingasta,"Avenida Argentina S/N, J5403 Calingasta, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Sala%20Velatoria%20Villa%20Calingasta&query_place_id=ChIJdbfmXwAnhJYR2ORfY1lI1eQ
Calle Nestor Montero Alto Calingasta,Complejo de viviendas,,,No tiene sitio web (Oportunidad Máxima),,Calingasta,"JHR2+GM, Calingasta, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Calle%20Nestor%20Montero%20Alto%20Calingasta&query_place_id=ChIJz-LQBgAnhJYRIxm1WACD9KA
@LUNÉA_NAILS de Florencia Figueroa,Centro de estética,,,Usa facebook.com como web (Oportunidad Alta),https://www.facebook.com/share/1NGuLvJYeW/,Albardón,"Zandes Barrio Pintor, Mitre y, J5419 Albardón, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=%40LUN%C3%89A_NAILS%20de%20Florencia%20Figueroa&query_place_id=ChIJz_WnP2hpgZYR1XvHsiPg1PI
